,area,year,per_capita_firms,state_per_capita_firms,natl_per_capita_firms
0,06073,2022,0.020779510946801912,0.0183975179083859,0.01722720779521931
1,06073,2021,0.019901958928278077,0.017496721635214887,0.016874604032362538
